NoOfBedrooms,NoOfBathrooms,NoOfFloors,FlatArea,LotArea,BasementArea,AreaOfTheHouseFromBasement,LivingAreaAfterRenovation,LotAreaAfterRenovation,AgeOfHouse,ConditionOfTheHouse,OverallGrade,SalePrice
4,1.75,1.0,2770.0,8521.0,1300,1470.0,1910.0,9380,65,Good,7,760000.0
3,2.5,1.0,3630.0,11019.0,1480,2150.0,3150.0,13555,46,Good,9,1090000.0
3,1.0,1.0,1040.0,8128.0,0,1040.0,1520.0,7500,35,Fair,6,234000.0
3,2.75,2.0,2690.0,8890.0,0,2690.0,2940.0,8890,43,Good,10,1650000.0
5,2.0,1.5,2020.0,5000.0,0,2020.0,1510.0,6600,80,Good,7,488000.0
5,2.5,2.0,2450.0,20805.0,0,2450.0,3020.0,20324,55,Good,9,1550000.0
4,3.0,2.0,2030.0,12675.0,0,2030.0,1990.0,7705,36,Fair,7,499000.0
3,1.0,1.0,1450.0,6776.0,0,1450.0,1680.0,7200,66,Fair,7,150000.0
4,2.5,2.0,2400.0,7270.0,0,2400.0,2150.0,6584,25,Fair,8,333000.0
4,2.75,1.0,2870.0,8625.0,1010,1860.0,2430.0,8479,59,Good,8,700000.0
4,1.0,1.5,1340.0,22500.0,0,1340.0,1620.0,10800,92,Fair,7,275000.0
3,2.5,1.0,1680.0,11312.0,600,1080.0,1390.0,10700,59,Fair,7,330000.0
4,2.0,1.0,1850.0,8827.0,0,1850.0,1310.0,6901,49,Fair,7,360000.0
3,1.0,1.5,1220.0,8040.0,0,1220.0,1360.0,8040,53,Fair,7,467000.0
3,2.5,1.0,2320.0,57063.0,530,1790.0,3290.0,7314,39,Good,9,568000.0
5,2.25,2.0,3220.0,9603.0,0,3220.0,2260.0,10093,46,Fair,8,605000.0
4,2.75,2.0,3190.0,9023.0,0,3190.0,3159.0,5615,13,Fair,9,750000.0
3,2.75,2.0,3530.0,69834.0,0,3530.0,3560.0,74256,24,Fair,10,760000.0
3,1.75,1.0,2050.0,10519.0,810,1240.0,1770.0,9605,39,Fair,7,265000.0
3,1.75,1.0,1720.0,12540.0,0,1720.0,1440.0,11850,62,Good,7,490000.0
4,2.5,2.0,2850.0,4650.0,0,2850.0,2850.0,4650,14,Fair,8,360000.0
4,2.25,1.0,2270.0,12000.0,980,1290.0,2030.0,23980,42,Good,7,311750.0
3,2.25,1.0,1880.0,12473.0,460,1420.0,2300.0,10469,60,Fair,8,399000.0
4,2.5,2.0,2770.0,9751.0,0,2770.0,2370.0,6950,29,Fair,8,347000.0
4,3.75,2.0,4490.0,34982.0,0,4490.0,4470.0,37525,20,Fair,10,1680000.0
4,2.5,2.0,3110.0,6479.0,0,3110.0,3110.0,7075,13,Fair,9,585000.0
4,2.5,2.0,2360.0,7475.0,0,2360.0,2280.0,7570,26,Fair,8,340000.0
3,2.5,2.0,2180.0,5496.0,0,2180.0,2120.0,5496,24,Fair,8,612000.0
2,1.75,2.0,1910.0,3376.0,0,1910.0,1470.0,3623,38,Fair,8,230000.0
4,2.5,2.0,2260.0,7753.0,0,2260.0,2690.0,8924,29,Fair,9,604000.0
3,1.75,1.0,1770.0,8868.0,0,1770.0,1630.0,9706,59,Good,7,250000.0
3,2.0,1.0,1460.0,7930.0,0,1460.0,1630.0,7930,29,Fair,7,258500.0
4,2.75,1.0,2080.0,5000.0,610,1470.0,1970.0,5000,78,Excellent,8,783000.0
5,2.25,1.0,2960.0,7680.0,1410,1550.0,2860.0,7680,60,Excellent,8,1050000.0
4,2.5,2.0,3220.0,4031.0,0,3220.0,3150.0,5083,16,Fair,9,760000.0
3,1.0,1.0,1140.0,5000.0,0,1140.0,1140.0,5000,58,Fair,7,276000.0
4,2.0,1.0,1660.0,12377.0,0,1660.0,1820.0,8968,52,Fair,8,550000.0
4,1.0,1.5,1430.0,6240.0,0,1430.0,1410.0,6240,65,Excellent,7,398000.0
3,3.0,1.5,1820.0,4300.0,200,1620.0,1440.0,4300,104,Good,8,775000.0
4,3.0,2.0,3540.0,10202.0,820,2720.0,2780.0,10714,30,Fair,8,1030000.0
4,1.0,1.5,1620.0,6000.0,0,1620.0,1310.0,6000,113,Excellent,7,327000.0
4,2.75,2.0,3100.0,14568.0,0,3100.0,2860.0,14396,23,Fair,8,564500.0
4,1.75,1.5,1500.0,6820.0,0,1500.0,1360.0,4125,113,Excellent,7,782000.0
4,2.5,2.0,2820.0,5510.0,0,2820.0,2820.0,5510,13,Fair,9,398000.0
3,1.75,1.5,1850.0,10920.0,0,1850.0,1510.0,7871,103,Fair,6,257000.0
4,2.0,2.0,1570.0,9415.0,0,1570.0,1550.0,8978,34,Good,7,235000.0
4,2.75,1.0,2300.0,37533.0,750,1550.0,2130.0,10092,39,Excellent,8,453000.0
2,1.0,1.0,920.0,9000.0,0,920.0,1760.0,8400,64,Bad,6,535000.0
3,2.5,2.0,1600.0,7000.0,0,1600.0,1700.0,7000,25,Good,8,275000.0
3,2.5,2.0,2630.0,10047.0,0,2630.0,2640.0,10620,22,Fair,9,665000.0
4,2.75,1.0,3020.0,13530.0,1480,1540.0,2230.0,11896,41,Good,8,670000.0
3,1.75,1.0,1490.0,10757.0,430,1060.0,1490.0,10609,52,Fair,7,465000.0
3,1.5,1.0,1160.0,5200.0,0,1160.0,1170.0,5200,48,Excellent,7,210000.0
4,2.5,2.0,2040.0,4443.0,0,2040.0,2040.0,4637,17,Fair,8,265000.0
2,2.5,2.0,1550.0,2657.0,0,1550.0,1570.0,2442,31,Good,8,426000.0
4,2.25,1.0,1990.0,7610.0,700,1290.0,1820.0,8198,52,Good,8,529219.0
3,2.25,1.5,1900.0,46609.0,460,1440.0,2460.0,43560,49,Good,7,600000.0
5,3.5,2.0,3840.0,8279.0,0,3840.0,3570.0,8279,17,Fair,9,875000.0
4,3.0,1.0,2400.0,7680.0,1200,1200.0,2670.0,6342,62,Fair,7,608000.0
3,1.0,1.0,1660.0,21514.0,0,1660.0,1660.0,21600,45,Good,7,220000.0
4,5.0,1.0,6055.0,21630.0,2500,3555.0,4890.0,19223,22,Good,10,1760000.0
3,2.0,1.0,2030.0,17120.0,140,1890.0,1870.0,13662,52,Good,8,295450.0
2,1.0,1.0,840.0,5087.0,0,840.0,1590.0,5087,93,Fair,7,315000.0
4,2.0,1.0,1450.0,8175.0,0,1450.0,1570.0,9024,51,Good,7,205000.0
3,1.5,1.0,1460.0,9908.0,0,1460.0,1420.0,9582,66,Fair,7,310000.0
5,1.0,1.5,2010.0,5210.0,120,1890.0,2330.0,5000,91,Fair,9,1000000.0
4,2.5,2.0,2910.0,7631.0,0,2910.0,3190.0,5552,12,Fair,9,525000.0
4,1.75,1.0,1880.0,8800.0,750,1130.0,1340.0,8733,58,Fair,7,284000.0
3,1.75,1.0,2170.0,26460.0,720,1450.0,2090.0,29075,32,Fair,8,510000.0
2,1.0,1.0,1260.0,4377.0,0,1260.0,1420.0,6376,71,Good,7,405000.0
3,2.5,2.0,1970.0,9153.0,0,1970.0,1800.0,9800,11,Fair,8,509950.0
4,2.25,2.0,2090.0,45738.0,0,2090.0,3420.0,45738,31,Fair,8,600000.0
4,3.75,2.0,3450.0,4940.0,880,2570.0,1880.0,5387,12,Fair,10,990000.0
3,1.5,1.0,1130.0,7200.0,0,1130.0,1130.0,7200,64,Fair,7,280005.0
3,1.75,1.0,2600.0,7668.0,1300,1300.0,1980.0,13664,50,Good,8,700000.0
3,1.0,1.0,1030.0,7620.0,0,1030.0,1030.0,7560,65,Fair,7,330000.0
2,1.0,1.0,1700.0,6718.0,470,1230.0,2040.0,7500,62,Fair,7,340000.0
2,2.5,2.0,1480.0,2167.0,90,1390.0,2130.0,2556,11,Fair,8,468000.0
4,2.5,2.0,4250.0,19387.0,990,3260.0,3690.0,17024,46,Good,9,1340000.0
3,1.75,1.0,1600.0,20873.0,0,1600.0,2640.0,18364,63,Fair,8,515000.0
4,2.0,1.0,1870.0,8750.0,0,1870.0,1770.0,8207,41,Fair,7,245000.0
3,2.5,1.0,1440.0,7741.0,440,1000.0,1680.0,7316,35,Good,7,265000.0
3,2.5,2.0,2720.0,11937.0,0,2720.0,2590.0,9683,28,Fair,9,372400.0
3,1.5,1.0,1240.0,8410.0,0,1240.0,1630.0,8410,70,Excellent,6,390000.0
3,1.0,1.0,1020.0,6120.0,0,1020.0,1370.0,8000,51,Good,7,208000.0
2,0.5,1.0,1180.0,7750.0,590,590.0,1380.0,8976,73,Good,6,273000.0
5,3.5,2.0,3080.0,7759.0,770,2310.0,2980.0,8223,15,Fair,8,455000.0
4,2.5,2.0,1750.0,6397.0,0,1750.0,1940.0,6502,30,Fair,7,270000.0
4,2.25,1.0,2530.0,8736.0,1320,1210.0,1720.0,8500,60,Good,7,618000.0
3,2.5,2.0,1580.0,8541.0,0,1580.0,1640.0,7542,28,Fair,7,213550.0
5,1.75,2.0,2340.0,9148.0,0,2340.0,1390.0,10019,61,Fair,7,210000.0
5,4.0,2.0,6300.0,16065.0,1940,4360.0,3260.0,17287,14,Fair,10,2750000.0
4,2.75,1.0,2400.0,3844.0,1200,1200.0,1100.0,3844,44,Excellent,7,403500.0
3,1.5,1.0,1300.0,7600.0,0,1300.0,1570.0,7600,55,Good,7,235000.0
3,2.0,1.0,1760.0,7147.0,880,880.0,1720.0,7147,82,Good,6,287500.0
4,1.5,1.0,1520.0,5910.0,500,1020.0,1710.0,5910,72,Fair,7,546800.0
3,1.75,1.0,1070.0,8100.0,0,1070.0,1260.0,8100,61,Good,6,183000.0
3,2.0,1.0,2560.0,216777.0,0,2560.0,2360.0,108463,32,Fair,8,560000.0
3,1.0,1.0,1280.0,6726.0,0,1280.0,1630.0,5000,60,Fair,6,299500.0
4,2.25,1.0,1660.0,7350.0,0,1660.0,1790.0,7455,53,Fair,8,610000.0
3,1.5,1.0,1860.0,7963.0,660,1200.0,1800.0,10400,55,Fair,7,288350.0
2,1.0,1.0,950.0,4500.0,100,850.0,1670.0,4000,92,Fair,7,500000.0
4,2.75,1.0,2140.0,4000.0,950,1190.0,2140.0,4770,67,Fair,7,625000.0
2,1.5,2.0,1480.0,1349.0,240,1240.0,1550.0,1349,11,Fair,7,418000.0
3,3.0,2.0,2260.0,1825.0,600,1660.0,2260.0,1834,16,Fair,8,660000.0
4,2.5,2.0,2300.0,6158.0,0,2300.0,2170.0,6434,19,Fair,9,775000.0
3,2.75,1.0,1650.0,7272.0,420,1230.0,1770.0,7272,46,Good,7,429500.0
3,2.0,1.5,1990.0,3000.0,760,1230.0,1600.0,4080,110,Fair,7,569000.0
4,2.0,1.0,1960.0,7560.0,800,1160.0,1950.0,7560,40,Excellent,7,250000.0
3,1.5,1.0,1310.0,10491.0,0,1310.0,1430.0,9664,49,Good,7,225000.0
4,2.75,1.0,2450.0,15002.0,0,2450.0,2650.0,15055,44,Excellent,9,530000.0
3,1.0,1.0,910.0,8658.0,0,910.0,1170.0,10200,63,Fair,7,306000.0
3,1.75,1.0,1580.0,9719.0,0,1580.0,1760.0,8539,56,Excellent,7,517100.0
3,1.75,1.0,1780.0,9689.0,650,1130.0,1660.0,9786,42,Fair,7,354950.0
3,1.5,1.0,1040.0,1824.0,0,1040.0,1010.0,5100,93,Fair,6,348000.0
4,2.5,1.0,2340.0,41600.0,700,1640.0,2340.0,34960,41,Fair,8,522250.0
3,2.5,1.0,1720.0,8755.0,720,1000.0,1720.0,8690,35,Fair,8,275000.0
3,1.5,1.0,1600.0,10440.0,0,1600.0,1600.0,8816,64,Fair,7,390000.0
3,1.5,1.0,1320.0,9750.0,0,1320.0,1530.0,9750,64,Fair,7,260000.0
5,2.75,1.5,2350.0,4178.0,830,1520.0,1920.0,4178,96,Fair,8,585000.0
5,2.75,1.5,2740.0,5616.0,1070,1670.0,1600.0,4592,93,Excellent,7,605000.0
4,2.5,2.0,2300.0,6448.0,0,2300.0,1860.0,5872,17,Fair,8,342000.0
5,3.0,2.0,4350.0,37169.0,1400,2950.0,3280.0,41631,46,Fair,10,900000.0
3,1.75,1.0,1430.0,7700.0,450,980.0,1430.0,8625,37,Good,7,252000.0
3,1.75,1.0,2400.0,14012.0,0,2400.0,2800.0,13988,47,Fair,9,357000.0
3,1.0,1.0,940.0,7910.0,0,940.0,1000.0,7700,59,Good,6,370000.0
3,1.0,1.0,1020.0,13504.0,0,1020.0,1110.0,11158,59,Excellent,7,322500.0
2,2.0,2.0,1680.0,5756.0,0,1680.0,1340.0,5447,108,Good,7,210000.0
2,1.0,1.0,1340.0,9840.0,0,1340.0,1610.0,8949,69,Fair,7,290000.0
4,3.25,2.0,3960.0,7012.0,0,3960.0,3680.0,8522,13,Fair,10,860000.0
6,2.0,1.5,2650.0,4621.0,0,2650.0,1640.0,4879,107,Fair,8,302000.0
4,2.25,2.0,2120.0,9680.0,0,2120.0,2360.0,9647,53,Good,8,369160.0
4,2.75,2.5,2850.0,3000.0,320,2530.0,2083.0,4500,15,Fair,9,1190000.0
4,2.0,2.0,2850.0,14810.0,360,2490.0,2430.0,10454,64,Excellent,8,993000.0
6,2.0,1.0,1870.0,6969.0,0,1870.0,1500.0,6969,50,Good,7,380000.0
4,2.0,1.0,2660.0,8160.0,1280,1380.0,1660.0,8160,69,Good,7,635000.0
3,1.0,1.0,1190.0,11120.0,0,1190.0,1230.0,12720,71,Fair,6,260000.0
2,1.0,1.5,1770.0,5522.0,810,960.0,1830.0,7378,75,Good,7,243000.0
4,2.5,2.0,2770.0,8879.0,0,2770.0,2770.0,8882,17,Fair,9,1400000.0
4,2.5,1.0,2080.0,8100.0,860,1220.0,2090.0,8100,66,Excellent,8,665000.0
5,2.25,2.0,2700.0,9000.0,0,2700.0,2630.0,9000,31,Excellent,9,898000.0
4,2.75,1.0,2200.0,9453.0,1100,1100.0,1390.0,5355,63,Excellent,8,583000.0
4,1.75,2.0,2160.0,7700.0,0,2160.0,2080.0,7700,41,Okay,8,429000.0
3,2.5,2.0,2010.0,4059.0,0,2010.0,2010.0,5779,20,Fair,8,471000.0
3,3.5,2.0,3780.0,8295.0,1350,2430.0,3780.0,9127,67,Fair,9,1810000.0
3,3.25,2.0,4460.0,51177.0,0,4460.0,2670.0,38925,13,Fair,9,739500.0
3,1.5,1.0,1770.0,17208.0,610,1160.0,2450.0,17118,59,Fair,8,450000.0
3,1.0,1.0,1430.0,5000.0,0,1430.0,1210.0,5000,69,Fair,7,552500.0
4,1.75,1.0,1700.0,10642.0,850,850.0,1610.0,11200,64,Good,7,437000.0
4,2.0,1.5,1830.0,5220.0,0,1830.0,1760.0,5757,67,Fair,7,270000.0
3,1.5,1.0,1410.0,8800.0,0,1410.0,2180.0,10108,53,Good,7,226740.0
4,2.5,1.0,3060.0,7920.0,1250,1810.0,2690.0,7767,44,Fair,8,446500.0
3,2.0,2.0,1820.0,15068.0,300,1520.0,1490.0,9589,98,Fair,7,283000.0
4,1.75,1.5,2430.0,13211.0,0,2430.0,1330.0,10500,109,Good,7,445000.0
2,1.0,1.0,740.0,6840.0,0,740.0,740.0,6840,76,Excellent,6,250000.0
3,1.0,1.0,770.0,6552.0,100,670.0,920.0,7200,76,Fair,6,307000.0
4,2.75,1.0,2200.0,8580.0,340,1860.0,2290.0,7816,27,Fair,8,315000.0
3,3.0,1.5,2920.0,23085.0,1380,1540.0,2270.0,18180,110,Fair,7,555000.0
4,2.5,1.0,2040.0,7000.0,790,1250.0,1900.0,7378,39,Fair,7,264900.0
3,2.0,1.0,1600.0,4510.0,610,990.0,1580.0,4561,40,Fair,7,510000.0
4,2.5,2.0,1990.0,3980.0,0,1990.0,1990.0,4373,16,Fair,7,328000.0
4,2.5,2.0,1830.0,7308.0,0,1830.0,1830.0,5692,16,Fair,7,358000.0
3,2.5,2.0,2540.0,4260.0,0,2540.0,2190.0,4260,13,Fair,7,325000.0
2,3.25,3.0,2700.0,3444.0,0,2700.0,2710.0,3444,28,Fair,9,1370000.0
4,2.0,1.0,1440.0,10800.0,0,1440.0,1190.0,7380,51,Good,7,230000.0
3,2.0,1.0,1550.0,4000.0,610,940.0,1880.0,4000,63,Fair,7,545000.0
3,2.5,2.0,2490.0,4343.0,0,2490.0,2130.0,4106,15,Fair,9,705380.0
5,2.5,1.0,2650.0,12987.0,1300,1350.0,2160.0,12726,39,Good,7,459000.0
4,2.25,2.0,2000.0,3800.0,0,2000.0,1610.0,3800,17,Fair,8,815000.0
6,5.0,2.0,3440.0,4500.0,160,3280.0,1400.0,5500,11,Fair,8,495000.0
3,2.5,2.5,2280.0,58712.0,0,2280.0,2240.0,24332,31,Fair,9,520000.0
2,1.5,3.0,1320.0,1194.0,0,1320.0,1320.0,1250,17,Fair,7,430000.0
4,2.5,2.0,2070.0,7800.0,0,2070.0,1950.0,7815,29,Fair,8,255000.0
3,2.0,2.0,1860.0,4777.0,0,1860.0,1580.0,3822,110,Excellent,7,588000.0
3,1.0,1.0,940.0,7811.0,0,940.0,1180.0,7490,59,Fair,6,350000.0
4,2.75,1.0,2290.0,21486.0,0,2290.0,2540.0,15936,55,Excellent,7,625000.0
2,2.0,1.0,1510.0,20685.0,260,1250.0,1490.0,29527,60,Okay,6,172500.0
3,2.0,1.5,1830.0,3500.0,540,1290.0,1530.0,4000,109,Excellent,7,554000.0
4,2.5,2.0,3090.0,7112.0,0,3090.0,3050.0,6000,17,Fair,9,775000.0
4,3.5,2.0,4340.0,217800.0,0,4340.0,3430.0,219106,15,Fair,10,1190000.0
3,2.75,2.0,3200.0,12682.0,0,3200.0,2880.0,10432,41,Fair,9,618000.0
4,1.0,1.5,1560.0,8450.0,0,1560.0,1380.0,8100,64,Good,6,305000.0
3,2.0,1.0,1280.0,13356.0,0,1280.0,1590.0,8071,24,Fair,7,232000.0
4,2.5,2.0,2020.0,6236.0,0,2020.0,1940.0,5076,16,Fair,7,262000.0
3,1.0,1.0,1040.0,8122.0,0,1040.0,1470.0,8676,47,Excellent,7,234000.0
4,2.75,1.0,2260.0,7209.0,930,1330.0,1790.0,10860,16,Fair,7,500000.0
3,1.0,1.0,860.0,7632.0,0,860.0,890.0,7632,98,Fair,6,278000.0
5,1.0,1.0,1920.0,19040.0,760,1160.0,1920.0,11520,57,Fair,7,230000.0
4,1.75,1.0,2290.0,9215.0,1020,1270.0,2290.0,10200,49,Excellent,8,500000.0
4,2.75,1.0,2070.0,9300.0,950,1120.0,1010.0,8308,73,Excellent,7,366500.0
6,3.0,2.5,4250.0,4400.0,1230,3020.0,1520.0,4950,116,Good,7,665000.0
3,1.5,2.0,2220.0,4830.0,430,1790.0,1670.0,4830,90,Fair,9,1100000.0
2,1.75,1.0,1840.0,4076.0,700,1140.0,1540.0,4076,61,Fair,8,575000.0
4,2.5,2.0,2590.0,9753.0,0,2590.0,2800.0,9917,25,Fair,10,674750.0
5,2.0,1.0,3110.0,6131.0,1550,1560.0,1720.0,6600,78,Excellent,7,719000.0
3,1.75,1.0,2600.0,105587.0,1300,1300.0,1941.0,208438,38,Good,7,482000.0
2,1.0,1.0,1060.0,8187.0,0,1060.0,1260.0,8188,66,Good,6,254000.0
3,1.75,1.0,1250.0,3880.0,500,750.0,1240.0,3880,74,Good,7,443725.0
4,2.5,2.0,2520.0,35636.0,0,2520.0,2230.0,35673,38,Fair,8,575000.0
3,2.25,1.0,2070.0,9957.0,630,1440.0,2070.0,10158,41,Fair,8,469000.0
2,1.0,1.0,1300.0,44431.0,0,1300.0,1470.0,14850,60,Excellent,6,175000.0
5,2.0,1.0,2190.0,8316.0,800,1390.0,2010.0,8316,57,Fair,7,437000.0
4,3.0,1.0,2760.0,13113.0,1000,1760.0,1900.0,13113,44,Good,8,550000.0
3,2.25,1.0,1710.0,7134.0,580,1130.0,1790.0,7455,39,Good,7,172040.0
3,2.0,1.0,1750.0,7000.0,0,1750.0,1840.0,6969,25,Fair,8,363000.0
3,2.25,2.0,1552.0,3600.0,0,1552.0,1677.0,3600,6,Fair,7,282000.0
6,2.0,2.0,2350.0,6554.0,350,2000.0,1560.0,6554,113,Fair,8,400000.0
5,3.5,2.0,5110.0,10018.0,1260,3850.0,1790.0,10018,15,Fair,10,650000.0
3,2.5,2.0,1720.0,99916.0,0,1720.0,1340.0,73180,28,Good,7,365000.0
4,2.5,2.0,1960.0,7230.0,0,1960.0,1850.0,7208,16,Fair,8,269950.0
2,1.0,1.0,1270.0,19602.0,0,1270.0,1270.0,17699,41,Fair,6,260000.0
3,1.5,1.0,1180.0,7000.0,0,1180.0,1630.0,7500,41,Good,7,193000.0
4,2.25,2.0,2230.0,6791.0,0,2230.0,2420.0,6297,13,Fair,8,340000.0
4,3.25,2.0,4700.0,38412.0,1280,3420.0,3640.0,35571,40,Fair,10,900000.0
3,2.5,2.0,2150.0,8361.0,0,2150.0,2150.0,9368,27,Fair,8,371000.0
3,2.5,2.0,2400.0,81892.0,0,2400.0,1370.0,37270,33,Fair,8,592000.0
3,2.5,2.0,1830.0,12750.0,0,1830.0,1610.0,10000,27,Fair,7,300000.0
4,3.0,2.0,2800.0,6977.0,0,2800.0,2800.0,6600,15,Fair,8,449950.0
3,2.5,2.0,2090.0,7163.0,0,2090.0,2320.0,8634,29,Fair,8,299500.0
4,2.25,1.0,2340.0,13406.0,0,2340.0,2340.0,10743,55,Good,9,995000.0
4,1.75,1.0,1670.0,9472.0,570,1100.0,1080.0,5195,58,Fair,7,335000.0
4,2.25,1.0,1990.0,7350.0,810,1180.0,2030.0,7210,40,Good,8,280000.0
4,2.25,1.0,2270.0,7800.0,980,1290.0,1480.0,7280,41,Fair,7,446000.0
4,2.75,1.0,4910.0,15139.0,2350,2560.0,3980.0,15139,54,Good,10,1540000.0
3,1.0,1.0,950.0,4500.0,0,950.0,1140.0,4500,75,Good,6,325000.0
3,1.75,1.0,1610.0,11200.0,0,1610.0,1610.0,11200,63,Fair,7,450000.0
4,2.5,2.0,1940.0,7107.0,0,1940.0,1850.0,5705,18,Fair,7,322500.0
3,1.0,1.0,1210.0,9473.0,0,1210.0,1700.0,11465,63,Excellent,7,453000.0
4,2.5,2.0,2570.0,4412.0,0,2570.0,2460.0,5470,17,Fair,9,655000.0
3,2.25,2.0,1700.0,2800.0,550,1150.0,1500.0,3400,92,Excellent,7,603000.0
4,1.0,1.5,1610.0,24000.0,0,1610.0,1270.0,9600,71,Fair,6,235000.0
4,3.5,2.0,4120.0,7304.0,1050,3070.0,2470.0,9600,12,Fair,10,968933.0
3,3.5,1.0,2880.0,11340.0,1190,1690.0,2530.0,11340,38,Fair,8,1020000.0
4,2.25,2.0,1990.0,8548.0,0,1990.0,2320.0,8926,45,Fair,8,435000.0
3,2.0,1.0,1260.0,8092.0,0,1260.0,1950.0,8092,32,Fair,7,242000.0
6,3.25,2.0,4750.0,248600.0,0,4750.0,2230.0,311610,71,Good,8,487000.0
4,2.75,2.0,3010.0,10450.0,0,3010.0,3010.0,10530,22,Fair,9,810000.0
3,2.5,1.0,2410.0,64073.0,590,1820.0,2980.0,48760,42,Good,8,625000.0
3,1.5,1.0,1280.0,7742.0,0,1280.0,1566.0,7696,45,Fair,7,165000.0
3,1.0,1.0,2320.0,6750.0,1160,1160.0,1230.0,6075,58,Fair,7,335000.0
3,1.0,1.0,1220.0,6600.0,0,1220.0,1100.0,6600,60,Fair,6,286700.0
2,1.5,1.0,1400.0,4050.0,0,1400.0,1900.0,5940,64,Good,8,699000.0
3,1.75,1.0,1590.0,7280.0,450,1140.0,1590.0,9634,44,Fair,7,280000.0
4,2.5,2.0,2220.0,7064.0,0,2220.0,2220.0,7451,30,Fair,8,580000.0
2,2.5,2.0,2770.0,7781.0,0,2770.0,1870.0,5984,12,Fair,8,754800.0
4,2.5,2.0,2303.0,16801.0,0,2303.0,2080.0,14013,23,Fair,8,525000.0
3,1.75,1.0,1600.0,10530.0,0,1600.0,2590.0,8274,56,Fair,8,562000.0
4,1.75,1.0,1280.0,6060.0,420,860.0,1490.0,4680,92,Fair,7,575000.0
5,2.5,2.0,2900.0,5901.0,0,2900.0,3200.0,5775,12,Fair,9,808900.0
3,2.25,1.0,2950.0,15207.0,880,2070.0,2950.0,22000,52,Good,10,992000.0
3,2.5,2.0,1700.0,6698.0,0,1700.0,2190.0,7346,21,Fair,7,335000.0
3,2.75,1.0,1050.0,7200.0,0,1050.0,1860.0,9000,33,Fair,7,473000.0
4,2.75,1.0,2990.0,11210.0,1110,1880.0,2790.0,9858,41,Good,8,350000.0
5,2.5,2.5,3100.0,5374.0,0,3100.0,2180.0,5800,112,Good,9,1600000.0
3,1.0,1.0,1240.0,6090.0,0,1240.0,1550.0,9096,68,Good,7,305500.0
2,1.0,1.0,780.0,13500.0,0,780.0,2200.0,67518,72,Good,7,306000.0
2,2.25,2.0,850.0,1656.0,0,850.0,850.0,1312,17,Fair,8,233000.0
3,1.75,1.0,1540.0,9000.0,0,1540.0,1710.0,7488,47,Fair,8,490000.0
4,2.5,2.0,2280.0,42077.0,0,2280.0,2280.0,36236,24,Fair,8,445000.0
3,2.25,1.0,2550.0,9674.0,700,1850.0,2240.0,9674,59,Fair,7,355000.0
2,2.0,1.0,1770.0,7607.0,0,1770.0,2090.0,7109,31,Good,8,360000.0
3,1.75,2.0,2320.0,10900.0,0,2320.0,1610.0,5800,83,Fair,7,737500.0
3,3.5,2.0,2600.0,11920.0,0,2600.0,2430.0,10050,49,Excellent,8,985000.0
2,3.25,2.0,1570.0,2031.0,260,1310.0,1570.0,2039,12,Fair,8,349950.0
4,2.5,2.0,3060.0,7161.0,200,2860.0,2950.0,6822,13,Fair,8,520000.0
4,2.5,1.0,1960.0,8540.0,740,1220.0,1910.0,9120,63,Fair,7,355950.0
5,2.5,2.0,3270.0,6129.0,0,3270.0,2980.0,5928,14,Fair,9,485000.0
3,1.0,1.0,1090.0,3315.0,0,1090.0,960.0,3120,49,Good,6,143000.0
2,1.75,2.5,6840.0,10000.0,2490,4350.0,3120.0,12300,17,Fair,10,3280000.0
3,1.0,1.0,940.0,8512.0,0,940.0,1060.0,8512,51,Good,7,355000.0
5,3.5,2.0,3880.0,13885.0,1340,2540.0,3690.0,13885,39,Good,9,1130000.0
5,1.75,1.0,1770.0,15525.0,0,1770.0,1370.0,10395,59,Good,7,200000.0
4,2.5,2.0,3640.0,10576.0,0,3640.0,3370.0,10351,19,Fair,10,913000.0
3,2.5,1.0,3160.0,12824.0,1340,1820.0,3390.0,11985,52,Good,9,1600000.0
2,2.5,2.0,1590.0,1845.0,0,1590.0,2320.0,3174,21,Fair,9,409900.0
4,1.0,1.0,1290.0,6034.0,240,1050.0,1060.0,6034,68,Fair,6,265000.0
5,3.0,1.0,3655.0,51836.0,1481,2174.0,2530.0,8606,63,Excellent,8,740000.0
4,2.5,2.0,2490.0,8124.0,0,2490.0,2760.0,6300,17,Fair,7,306000.0
3,2.5,2.0,1470.0,3999.0,0,1470.0,1960.0,4444,15,Fair,7,381000.0
3,3.25,2.0,3960.0,6132.0,1360,2600.0,2730.0,5221,85,Fair,10,1220000.0
3,3.5,1.0,3190.0,29982.0,560,2630.0,2600.0,19878,77,Good,8,1050000.0
2,1.0,1.0,810.0,7440.0,0,810.0,830.0,7500,70,Excellent,6,408000.0
5,2.5,2.0,2980.0,5377.0,0,2980.0,3150.0,6593,12,Fair,9,739900.0
4,2.5,1.0,2780.0,35000.0,0,2780.0,2740.0,35072,33,Good,9,674250.0
2,1.0,1.0,1340.0,8100.0,0,1340.0,1700.0,8100,65,Good,7,438400.0
5,5.0,2.0,4930.0,14649.0,770,4160.0,3030.0,8479,18,Fair,10,1700000.0
3,2.0,1.5,1360.0,5980.0,0,1360.0,1520.0,4440,73,Fair,8,703000.0
3,1.75,1.0,1320.0,6530.0,0,1320.0,1620.0,6817,29,Good,7,262000.0
3,2.0,1.0,1210.0,14499.0,0,1210.0,1570.0,15360,34,Fair,7,353000.0
